 TTY,NAME,RXCUI,TTY,PARENT NDC FROM CDC,PARENT RXCUI,STRING MATCH
SCDG,Morphine Pill,1156364,SCDG,228350606,894814,MORPHINE
SBDG,Kadian Oral Product,1168543,SBDG,228350606,894814,
SBDG,Kadian Pill,1168544,SBDG,228350606,894814,
BN,Kadian,203240,BN,55700034960,892596,
BPCK,,,,55700034960,892596,
GPCK,,,,55700034960,892596,
MIN,,,,55700034960,892596,
PIN,Morphine Sulfate,30236,PIN,55700034960,892596,MORPHINE
SBD,Morphine Sulfate 20 MG Extended Release Oral Capsule [Kadian],892598,SBD,55700034960,892596,MORPHINE
SBDC,Morphine Sulfate 20 MG [Kadian],892597,SBDC,55700034960,892596,MORPHINE
SBDF,Morphine Extended Release Oral Capsule [Kadian],366919,SBDF,55700034960,892596,MORPHINE
SCD,Morphine Sulfate 20 MG Extended Release Oral Capsule,892596,SCD,55700034960,892596,MORPHINE
SCDF,Morphine Extended Release Oral Capsule,374654,SCDF,55700034960,892596,MORPHINE
SCDG,Morphine Oral Product,1156363,SCDG,55700034960,892596,MORPHINE
SCDG,Morphine Pill,1156364,SCDG,55700034960,892596,MORPHINE
SBDG,Kadian Oral Product,1168543,SBDG,55700034960,892596,
SBDG,Kadian Pill,1168544,SBDG,55700034960,892596,
BN,Kadian,203240,BN,228350411,894801,
BPCK,,,,228350411,894801,
GPCK,,,,228350411,894801,
MIN,,,,228350411,894801,
PIN,Morphine Sulfate,30236,PIN,228350411,894801,MORPHINE
SBD,Morphine Sulfate 50 MG Extended Release Oral Capsule [Kadian],894803,SBD,228350411,894801,MORPHINE
SBDC,Morphine Sulfate 50 MG [Kadian],894802,SBDC,228350411,894801,MORPHINE
SBDF,Morphine Extended Release Oral Capsule [Kadian],366919,SBDF,228350411,894801,MORPHINE
SCD,Morphine Sulfate 50 MG Extended Release Oral Capsule,894801,SCD,228350411,894801,MORPHINE
SCDF,Morphine Extended Release Oral Capsule,374654,SCDF,228350411,894801,MORPHINE
SCDG,Morphine Oral Product,1156363,SCDG,228350411,894801,MORPHINE
SCDG,Morphine Pill,1156364,SCDG,228350411,894801,MORPHINE
SBDG,Kadian Oral Product,1168543,SBDG,228350411,894801,
SBDG,Kadian Pill,1168544,SBDG,228350411,894801,
BN,Kadian,203240,BN,228350706,892554,
BPCK,,,,228350706,892554,
GPCK,,,,228350706,892554,
MIN,,,,228350706,892554,
PIN,Morphine Sulfate,30236,PIN,228350706,892554,MORPHINE
SBD,Morphine Sulfate 100 MG Extended Release Oral Capsule [Kadian],892556,SBD,228350706,892554,MORPHINE
SBDC,Morphine Sulfate 100 MG [Kadian],892555,SBDC,228350706,892554,MORPHINE
SBDF,Morphine Extended Release Oral Capsule [Kadian],366919,SBDF,228350706,892554,MORPHINE
SCD,Morphine Sulfate 100 MG Extended Release Oral Capsule,892554,SCD,228350706,892554,MORPHINE
SCDF,Morphine Extended Release Oral Capsule,374654,SCDF,228350706,892554,MORPHINE
SCDG,Morphine Oral Product,1156363,SCDG,228350706,892554,MORPHINE
SCDG,Morphine Pill,1156364,SCDG,228350706,892554,MORPHINE
SBDG,Kadian Oral Product,1168543,SBDG,228350706,892554,
SBDG,Kadian Pill,1168544,SBDG,228350706,892554,
BN,Kadian,203240,BN,832022500,892494,
BPCK,,,,832022500,892494,
GPCK,,,,832022500,892494,
MIN,,,,832022500,892494,
PIN,Morphine Sulfate,30236,PIN,832022500,892494,MORPHINE
SBD,Morphine Sulfate 10 MG Extended Release Oral Capsule [Kadian],892496,SBD,832022500,892494,MORPHINE
SBDC,Morphine Sulfate 10 MG [Kadian],892495,SBDC,832022500,892494,MORPHINE
SBDF,Morphine Extended Release Oral Capsule [Kadian],366919,SBDF,832022500,892494,MORPHINE
SCD,Morphine Sulfate 10 MG Extended Release Oral Capsule,892494,SCD,832022500,892494,MORPHINE
SCDF,Morphine Extended Release Oral Capsule,374654,SCDF,832022500,892494,MORPHINE
SCDG,Morphine Oral Product,1156363,SCDG,832022500,892494,MORPHINE
SCDG,Morphine Pill,1156364,SCDG,832022500,892494,MORPHINE
SBDG,Kadian Oral Product,1168543,SBDG,832022500,892494,
SBDG,Kadian Pill,1168544,SBDG,832022500,892494,
BN,,,,65162004810,1049683,
BPCK,,,,65162004810,1049683,
GPCK,,,,65162004810,1049683,
MIN,,,,65162004810,1049683,
PIN,Oxycodone Hydrochloride,82063,PIN,65162004810,1049683,OXYCODONE
SBD,,,,65162004810,1049683,
SBDC,,,,65162004810,1049683,
SBDF,,,,65162004810,1049683,
SCD,Oxycodone Hydrochloride 10 MG Oral Tablet,1049683,SCD,65162004810,1049683,OXYCODONE
SCDF,Oxycodone Oral Tablet,373198,SCDF,65162004810,1049683,OXYCODONE
SCDG,Oxycodone Oral Product,1161682,SCDG,65162004810,1049683,OXYCODONE
SCDG,Oxycodone Pill,1161683,SCDG,65162004810,1049683,OXYCODONE
SBDG,,,,65162004810,1049683,
BN,,,,68084082811,1049686,
BPCK,,,,68084082811,1049686,
GPCK,,,,68084082811,1049686,
MIN,,,,68084082811,1049686,
PIN,Oxycodone Hydrochloride,82063,PIN,68084082811,1049686,OXYCODONE
SBD,,,,68084082811,1049686,
SBDC,,,,68084082811,1049686,
SBDF,,,,68084082811,1049686,
SCD,Oxycodone Hydrochloride 20 MG Oral Tablet,1049686,SCD,68084082811,1049686,OXYCODONE
SCDF,Oxycodone Oral Tablet,373198,SCDF,68084082811,1049686,OXYCODONE
SCDG,Oxycodone Oral Product,1161682,SCDG,68084082811,1049686,OXYCODONE
SCDG,Oxycodone Pill,1161683,SCDG,68084082811,1049686,OXYCODONE
SBDG,,,,68084082811,1049686,
BN,Opana,643147,BN,228326106,977929,
BPCK,,,,228326106,977929,
GPCK,,,,228326106,977929,
MIN,,,,228326106,977929,
PIN,Oxymorphone Hydrochloride,82064,PIN,228326106,977929,
SBD,12 HR Oxymorphone Hydrochloride 7.5 MG Extended Release Oral Tablet [Opana],977931,SBD,228326106,977929,
SBDC,Oxymorphone Hydrochloride 7.5 MG [Opana],977930,SBDC,228326106,977929,
SBDF,Oxymorphone Extended Release Oral Tablet [Opana],643149,SBDF,228326106,977929,
SCD,12 HR Oxymorphone Hydrochloride 7.5 MG Extended Release Oral Tablet,977929,SCD,228326106,977929,
SCDF,Oxymorphone Extended Release Oral Tablet,643115,SCDF,228326106,977929,
SCDG,Oxymorphone Oral Product,1162252,SCDG,228326106,977929,
SCDG,Oxymorphone Pill,1162253,SCDG,228326106,977929,
SBDG,Opana Oral Product,1182301,SBDG,228326106,977929,
SBDG,Opana Pill,1182302,SBDG,228326106,977929,
BN,Opana,643147,BN,35356065530,977894,
BPCK,,,,35356065530,977894,
GPCK,,,,35356065530,977894,
MIN,,,,35356065530,977894,
PIN,Oxymorphone Hydrochloride,82064,PIN,35356065530,977894,
SBD,12 HR Oxymorphone Hydrochloride 15 MG Extended Release Oral Tablet [Opana],977896,SBD,35356065530,977894,
SBDC,Oxymorphone Hydrochloride 15 MG [Opana],977895,SBDC,35356065530,977894,
SBDF,Oxymorphone Extended Release Oral Tablet [Opana],643149,SBDF,35356065530,977894,
SCD,12 HR Oxymorphone Hydrochloride 15 MG Extended Release Oral Tablet,977894,SCD,35356065530,977894,
SCDF,Oxymorphone Extended Release Oral Tablet,643115,SCDF,35356065530,977894,
SCDG,Oxymorphone Oral Product,1162252,SCDG,35356065530,977894,
SCDG,Oxymorphone Pill,1162253,SCDG,35356065530,977894,
SBDG,Opana Oral Product,1182301,SBDG,35356065530,977894,
SBDG,Opana Pill,1182302,SBDG,35356065530,977894,
BN,Opana,643147,BN,115131713,977909,
BPCK,,,,115131713,977909,
GPCK,,,,115131713,977909,
MIN,,,,115131713,977909,
PIN,Oxymorphone Hydrochloride,82064,PIN,115131713,977909,
SBD,12 HR Oxymorphone Hydrochloride 30 MG Extended Release Oral Tablet [Opana],977911,SBD,115131713,977909,
SBDC,Oxymorphone Hydrochloride 30 MG [Opana],977910,SBDC,115131713,977909,
SBDF,Oxymorphone Extended Release Oral Tablet [Opana],643149,SBDF,115131713,977909,
SCD,12 HR Oxymorphone Hydrochloride 30 MG Extended Release Oral Tablet,977909,SCD,115131713,977909,
SCDF,Oxymorphone Extended Release Oral Tablet,643115,SCDF,115131713,977909,
SCDG,Oxymorphone Oral Product,1162252,SCDG,115131713,977909,
SCDG,Oxymorphone Pill,1162253,SCDG,115131713,977909,
SBDG,Opana Oral Product,1182301,SBDG,115131713,977909,
SBDG,Opana Pill,1182302,SBDG,115131713,977909,
BN,,,,228311611,894942,
BPCK,,,,228311611,894942,
GPCK,,,,228311611,894942,
MIN,,,,228311611,894942,
PIN,Morphine Sulfate,30236,PIN,228311611,894942,MORPHINE
SBD,,,,228311611,894942,
SBDC,,,,228311611,894942,
SBDF,,,,228311611,894942,
SCD,24 HR Morphine Sulfate 45 MG Extended Release Oral Capsule,894942,SCD,228311611,894942,MORPHINE
SCDF,Morphine Extended Release Oral Capsule,374654,SCDF,228311611,894942,MORPHINE
SCDG,Morphine Oral Product,1156363,SCDG,228311611,894942,MORPHINE
SCDG,Morphine Pill,1156364,SCDG,228311611,894942,MORPHINE
SBDG,,,,228311611,894942,
BN,,,,228311711,894970,
BPCK,,,,228311711,894970,
GPCK,,,,228311711,894970,
MIN,,,,228311711,894970,
PIN,Morphine Sulfate,30236,PIN,228311711,894970,MORPHINE
SBD,,,,228311711,894970,
SBDC,,,,228311711,894970,
SBDF,,,,228311711,894970,
SCD,24 HR Morphine Sulfate 75 MG Extended Release Oral Capsule,894970,SCD,228311711,894970,MORPHINE
SCDF,Morphine Extended Release Oral Capsule,374654,SCDF,228311711,894970,MORPHINE
SCDG,Morphine Oral Product,1156363,SCDG,228311711,894970,MORPHINE
SCDG,Morphine Pill,1156364,SCDG,228311711,894970,MORPHINE
SBDG,,,,228311711,894970,
BN,Ryzolt,831433,BN,42858090103,1946529,
BPCK,,,,42858090103,1946529,
GPCK,,,,42858090103,1946529,
MIN,,,,42858090103,1946529,
PIN,tramadol hydrochloride,82110,PIN,42858090103,1946529,
SBD,Matrix Delivery 24 HR tramadol hydrochloride 100 MG Extended Release Oral Tablet [Ryzolt],833710,SBD,42858090103,1946529,
SBDC,tramadol hydrochloride 100 MG [Ryzolt],831434,SBDC,42858090103,1946529,
SBDF,Tramadol Extended Release Oral Tablet [Ryzolt],831435,SBDF,42858090103,1946529,
SCD,Matrix Delivery 24 HR tramadol hydrochloride 100 MG Extended Release Oral Tablet,1946529,SCD,42858090103,1946529,
SCDF,Tramadol Extended Release Oral Tablet,374174,SCDF,42858090103,1946529,
SCDG,Tramadol Oral Product,1157662,SCDG,42858090103,1946529,
SCDG,Tramadol Pill,1157663,SCDG,42858090103,1946529,
SBDG,Ryzolt Oral Product,1183690,SBDG,42858090103,1946529,
SBDG,Ryzolt Pill,1183691,SBDG,42858090103,1946529,
BN,Ryzolt,831433,BN,10370022211,1946527,
BPCK,,,,10370022211,1946527,
GPCK,,,,10370022211,1946527,
MIN,,,,10370022211,1946527,
PIN,tramadol hydrochloride,82110,PIN,10370022211,1946527,
SBD,Matrix Delivery 24 HR tramadol hydrochloride 200 MG Extended Release Oral Tablet [Ryzolt],833712,SBD,10370022211,1946527,
SBDC,tramadol hydrochloride 200 MG [Ryzolt],831439,SBDC,10370022211,1946527,
SBDF,Tramadol Extended Release Oral Tablet [Ryzolt],831435,SBDF,10370022211,1946527,
SCD,Matrix Delivery 24 HR tramadol hydrochloride 200 MG Extended Release Oral Tablet,1946527,SCD,10370022211,1946527,
SCDF,Tramadol Extended Release Oral Tablet,374174,SCDF,10370022211,1946527,
SCDG,Tramadol Oral Product,1157662,SCDG,10370022211,1946527,
SCDG,Tramadol Pill,1157663,SCDG,10370022211,1946527,
SBDG,Ryzolt Oral Product,1183690,SBDG,10370022211,1946527,
SBDG,Ryzolt Pill,1183691,SBDG,10370022211,1946527,
BN,Ryzolt,831433,BN,47335053783,1946525,
BPCK,,,,47335053783,1946525,
GPCK,,,,47335053783,1946525,
MIN,,,,47335053783,1946525,
PIN,tramadol hydrochloride,82110,PIN,47335053783,1946525,
SBD,Matrix Delivery 24 HR tramadol hydrochloride 300 MG Extended Release Oral Tablet [Ryzolt],833714,SBD,47335053783,1946525,
SBDC,tramadol hydrochloride 300 MG [Ryzolt],831443,SBDC,47335053783,1946525,
SBDF,Tramadol Extended Release Oral Tablet [Ryzolt],831435,SBDF,47335053783,1946525,
SCD,Matrix Delivery 24 HR tramadol hydrochloride 300 MG Extended Release Oral Tablet,1946525,SCD,47335053783,1946525,
SCDF,Tramadol Extended Release Oral Tablet,374174,SCDF,47335053783,1946525,
SCDG,Tramadol Oral Product,1157662,SCDG,47335053783,1946525,
SCDG,Tramadol Pill,1157663,SCDG,47335053783,1946525,
SBDG,Ryzolt Oral Product,1183690,SBDG,47335053783,1946525,
SBDG,Ryzolt Pill,1183691,SBDG,47335053783,1946525,
BN,Exalgo,902730,BN,591363001,902736,
BPCK,,,,591363001,902736,
GPCK,,,,591363001,902736,
MIN,,,,591363001,902736,
PIN,Hydromorphone Hydrochloride,203177,PIN,591363001,902736,
SBD,24 HR Hydromorphone Hydrochloride 16 MG Extended Release Oral Tablet [Exalgo],902738,SBD,591363001,902736,
SBDC,Hydromorphone Hydrochloride 16 MG [Exalgo],902737,SBDC,591363001,902736,
SBDF,Hydromorphone Extended Release Oral Tablet [Exalgo],902732,SBDF,591363001,902736,
SCD,24 HR Hydromorphone Hydrochloride 16 MG Extended Release Oral Tablet,902736,SCD,591363001,902736,
SCDF,Hydromorphone Extended Release Oral Tablet,902728,SCDF,591363001,902736,
SCDG,Hydromorphone Oral Product,1164620,SCDG,591363001,902736,
SCDG,Hydromorphone Pill,1164621,SCDG,591363001,902736,
SBDG,Exalgo Oral Product,1171851,SBDG,591363001,902736,
SBDG,Exalgo Pill,1171852,SBDG,591363001,902736,
BN,Exalgo,902730,BN,13811070210,902729,
BPCK,,,,13811070210,902729,
GPCK,,,,13811070210,902729,
MIN,,,,13811070210,902729,
PIN,Hydromorphone Hydrochloride,203177,PIN,13811070210,902729,
SBD,24 HR Hydromorphone Hydrochloride 12 MG Extended Release Oral Tablet [Exalgo],902733,SBD,13811070210,902729,
SBDC,Hydromorphone Hydrochloride 12 MG [Exalgo],902731,SBDC,13811070210,902729,
SBDF,Hydromorphone Extended Release Oral Tablet [Exalgo],902732,SBDF,13811070210,902729,
SCD,24 HR Hydromorphone Hydrochloride 12 MG Extended Release Oral Tablet,902729,SCD,13811070210,902729,
SCDF,Hydromorphone Extended Release Oral Tablet,902728,SCDF,13811070210,902729,
SCDG,Hydromorphone Oral Product,1164620,SCDG,13811070210,902729,
SCDG,Hydromorphone Pill,1164621,SCDG,13811070210,902729,
SBDG,Exalgo Oral Product,1171851,SBDG,13811070210,902729,
SBDG,Exalgo Pill,1171852,SBDG,13811070210,902729,
BN,Exalgo,902730,BN,406330801,902741,
BPCK,,,,406330801,902741,
GPCK,,,,406330801,902741,
MIN,,,,406330801,902741,
PIN,Hydromorphone Hydrochloride,203177,PIN,406330801,902741,
SBD,24 HR Hydromorphone Hydrochloride 8 MG Extended Release Oral Tablet [Exalgo],902743,SBD,406330801,902741,
SBDC,Hydromorphone Hydrochloride 8 MG [Exalgo],902742,SBDC,406330801,902741,
SBDF,Hydromorphone Extended Release Oral Tablet [Exalgo],902732,SBDF,406330801,902741,
SCD,24 HR Hydromorphone Hydrochloride 8 MG Extended Release Oral Tablet,902741,SCD,406330801,902741,
SCDF,Hydromorphone Extended Release Oral Tablet,902728,SCDF,406330801,902741,
SCDG,Hydromorphone Oral Product,1164620,SCDG,406330801,902741,
SCDG,Hydromorphone Pill,1164621,SCDG,406330801,902741,
SBDG,Exalgo Oral Product,1171851,SBDG,406330801,902741,
SBDG,Exalgo Pill,1171852,SBDG,406330801,902741,
BN,BuTrans,904871,BN,93360021,904880,
BPCK,,,,93360021,904880,
GPCK,,,,93360021,904880,
MIN,,,,93360021,904880,
PIN,,,,93360021,904880,
SBD,168 HR Buprenorphine 0.005 MG/HR Transdermal System [BuTrans],904882,SBD,93360021,904880,BUPRENORPHINE
SBDC,Buprenorphine 0.005 MG/HR [BuTrans],904881,SBDC,93360021,904880,BUPRENORPHINE
SBDF,Buprenorphine Transdermal System [BuTrans],1806214,SBDF,93360021,904880,BUPRENORPHINE
SCD,168 HR Buprenorphine 0.005 MG/HR Transdermal System,904880,SCD,93360021,904880,BUPRENORPHINE
SCDF,Buprenorphine Transdermal System,1806212,SCDF,93360021,904880,BUPRENORPHINE
SCDG,Buprenorphine Topical Product,1151364,SCDG,93360021,904880,BUPRENORPHINE
SCDG,Buprenorphine Transdermal Product,1295269,SCDG,93360021,904880,BUPRENORPHINE
SBDG,BuTrans Topical Product,1168053,SBDG,93360021,904880,
SBDG,BuTrans Transdermal Product,1296477,SBDG,93360021,904880,
BN,BuTrans,904871,BN,93360121,904870,
BPCK,,,,93360121,904870,
GPCK,,,,93360121,904870,
MIN,,,,93360121,904870,
PIN,,,,93360121,904870,
SBD,168 HR Buprenorphine 0.01 MG/HR Transdermal System [BuTrans],904874,SBD,93360121,904870,BUPRENORPHINE
SBDC,Buprenorphine 0.01 MG/HR [BuTrans],904872,SBDC,93360121,904870,BUPRENORPHINE
SBDF,Buprenorphine Transdermal System [BuTrans],1806214,SBDF,93360121,904870,BUPRENORPHINE
SCD,168 HR Buprenorphine 0.01 MG/HR Transdermal System,904870,SCD,93360121,904870,BUPRENORPHINE
SCDF,Buprenorphine Transdermal System,1806212,SCDF,93360121,904870,BUPRENORPHINE
SCDG,Buprenorphine Topical Product,1151364,SCDG,93360121,904870,BUPRENORPHINE
SCDG,Buprenorphine Transdermal Product,1295269,SCDG,93360121,904870,BUPRENORPHINE
SBDG,BuTrans Topical Product,1168053,SBDG,93360121,904870,
SBDG,BuTrans Transdermal Product,1296477,SBDG,93360121,904870,
BN,BuTrans,904871,BN,42858083940,904876,
BPCK,,,,42858083940,904876,
GPCK,,,,42858083940,904876,
MIN,,,,42858083940,904876,
PIN,,,,42858083940,904876,
SBD,168 HR Buprenorphine 0.02 MG/HR Transdermal System [BuTrans],904878,SBD,42858083940,904876,BUPRENORPHINE
SBDC,Buprenorphine 0.02 MG/HR [BuTrans],904877,SBDC,42858083940,904876,BUPRENORPHINE
SBDF,Buprenorphine Transdermal System [BuTrans],1806214,SBDF,42858083940,904876,BUPRENORPHINE
SCD,168 HR Buprenorphine 0.02 MG/HR Transdermal System,904876,SCD,42858083940,904876,BUPRENORPHINE
SCDF,Buprenorphine Transdermal System,1806212,SCDF,42858083940,904876,BUPRENORPHINE
SCDG,Buprenorphine Topical Product,1151364,SCDG,42858083940,904876,BUPRENORPHINE
SCDG,Buprenorphine Transdermal Product,1295269,SCDG,42858083940,904876,BUPRENORPHINE
SBDG,BuTrans Topical Product,1168053,SBDG,42858083940,904876,
SBDG,BuTrans Transdermal Product,1296477,SBDG,42858083940,904876,
BN,ConZip,1148479,BN,13811068930,1148478,
BPCK,,,,13811068930,1148478,
GPCK,,,,13811068930,1148478,
MIN,,,,13811068930,1148478,
PIN,tramadol hydrochloride,82110,PIN,13811068930,1148478,
SBD,24 HR tramadol hydrochloride 100 MG Extended Release Oral Capsule [ConZip],1148482,SBD,13811068930,1148478,
SBDC,tramadol hydrochloride 100 MG [ConZip],1148480,SBDC,13811068930,1148478,
SBDF,Tramadol Extended Release Oral Capsule [ConZip],1148481,SBDF,13811068930,1148478,
SCD,24 HR tramadol hydrochloride 100 MG Extended Release Oral Capsule,1148478,SCD,13811068930,1148478,
SCDF,Tramadol Extended Release Oral Capsule,379523,SCDF,13811068930,1148478,
SCDG,Tramadol Oral Product,1157662,SCDG,13811068930,1148478,
SCDG,Tramadol Pill,1157663,SCDG,13811068930,1148478,
SBDG,ConZip Oral Product,1168113,SBDG,13811068930,1148478,
SBDG,ConZip Pill,1168114,SBDG,13811068930,1148478,
BN,ConZip,1148479,BN,13811069030,1148485,
BPCK,,,,13811069030,1148485,
GPCK,,,,13811069030,1148485,
MIN,,,,13811069030,1148485,
PIN,tramadol hydrochloride,82110,PIN,13811069030,1148485,
SBD,24 HR tramadol hydrochloride 200 MG Extended Release Oral Capsule [ConZip],1148487,SBD,13811069030,1148485,
SBDC,tramadol hydrochloride 200 MG [ConZip],1148486,SBDC,13811069030,1148485,
SBDF,Tramadol Extended Release Oral Capsule [ConZip],1148481,SBDF,13811069030,1148485,
SCD,24 HR tramadol hydrochloride 200 MG Extended Release Oral Capsule,1148485,SCD,13811069030,1148485,
SCDF,Tramadol Extended Release Oral Capsule,379523,SCDF,13811069030,1148485,
SCDG,Tramadol Oral Product,1157662,SCDG,13811069030,1148485,
SCDG,Tramadol Pill,1157663,SCDG,13811069030,1148485,
SBDG,ConZip Oral Product,1168113,SBDG,13811069030,1148485,
SBDG,ConZip Pill,1168114,SBDG,13811069030,1148485,
BN,ConZip,1148479,BN,13811069130,1148489,
BPCK,,,,13811069130,1148489,
GPCK,,,,13811069130,1148489,
MIN,,,,13811069130,1148489,
PIN,tramadol hydrochloride,82110,PIN,13811069130,1148489,
SBD,24 HR tramadol hydrochloride 300 MG Extended Release Oral Capsule [ConZip],1148491,SBD,13811069130,1148489,
SBDC,tramadol hydrochloride 300 MG [ConZip],1148490,SBDC,13811069130,1148489,
SBDF,Tramadol Extended Release Oral Capsule [ConZip],1148481,SBDF,13811069130,1148489,
SCD,24 HR tramadol hydrochloride 300 MG Extended Release Oral Capsule,1148489,SCD,13811069130,1148489,
SCDF,Tramadol Extended Release Oral Capsule,379523,SCDF,13811069130,1148489,
SCDG,Tramadol Oral Product,1157662,SCDG,13811069130,1148489,
SCDG,Tramadol Pill,1157663,SCDG,13811069130,1148489,
SBDG,ConZip Oral Product,1168113,SBDG,13811069130,1148489,
SBDG,ConZip Pill,1168114,SBDG,13811069130,1148489,
BN,,,,55700029330,1248115,
BPCK,,,,55700029330,1248115,
GPCK,,,,55700029330,1248115,
MIN,,,,55700029330,1248115,
PIN,tramadol hydrochloride,82110,PIN,55700029330,1248115,
SBD,,,,55700029330,1248115,
SBDC,,,,55700029330,1248115,
SBDF,,,,55700029330,1248115,
SCD,24 HR tramadol hydrochloride 150 MG Extended Release Oral Capsule,1248115,SCD,55700029330,1248115,
SCDF,Tramadol Extended Release Oral Capsule,379523,SCDF,55700029330,1248115,
SCDG,Tramadol Oral Product,1157662,SCDG,55700029330,1248115,
SCDG,Tramadol Pill,1157663,SCDG,55700029330,1248115,
SBDG,,,,55700029330,1248115,
BN,,,,51224030010,1297649,
BPCK,,,,51224030010,1297649,
GPCK,,,,51224030010,1297649,
MIN,,,,51224030010,1297649,
PIN,Codeine sulfate,91104,PIN,51224030010,1297649,CODEINE
SBD,,,,51224030010,1297649,
SBDC,,,,51224030010,1297649,
SBDF,,,,51224030010,1297649,
SCD,Codeine sulfate 6 MG/ML Oral Solution,1297649,SCD,51224030010,1297649,CODEINE
SCDF,Codeine Oral Solution,371610,SCDF,51224030010,1297649,CODEINE
SCDG,Codeine Oral Liquid Product,1155184,SCDG,51224030010,1297649,CODEINE
SCDG,Codeine Oral Product,1155185,SCDG,51224030010,1297649,CODEINE
SBDG,,,,51224030010,1297649,
BN,,,,68094075458,892625,
BPCK,,,,68094075458,892625,
GPCK,,,,68094075458,892625,
MIN,,,,68094075458,892625,
PIN,Morphine Sulfate,30236,PIN,68094075458,892625,MORPHINE
SBD,,,,68094075458,892625,
SBDC,,,,68094075458,892625,
SBDF,,,,68094075458,892625,
SCD,Morphine Sulfate 20 MG/ML Oral Solution,892625,SCD,68094075458,892625,MORPHINE
SCDF,Morphine Oral Solution,106841,SCDF,68094075458,892625,MORPHINE
SCDG,Morphine Oral Liquid Product,1156362,SCDG,68094075458,892625,MORPHINE
SCDG,Morphine Oral Product,1156363,SCDG,68094075458,892625,MORPHINE
SBDG,,,,68094075458,892625,
BN,Exalgo,902730,BN,591363101,1306898,
BPCK,,,,591363101,1306898,
GPCK,,,,591363101,1306898,
MIN,,,,591363101,1306898,
PIN,Hydromorphone Hydrochloride,203177,PIN,591363101,1306898,
SBD,24 HR Hydromorphone Hydrochloride 32 MG Extended Release Oral Tablet [Exalgo],1306900,SBD,591363101,1306898,
SBDC,Hydromorphone Hydrochloride 32 MG [Exalgo],1306899,SBDC,591363101,1306898,
SBDF,Hydromorphone Extended Release Oral Tablet [Exalgo],902732,SBDF,591363101,1306898,
SCD,24 HR Hydromorphone Hydrochloride 32 MG Extended Release Oral Tablet,1306898,SCD,591363101,1306898,
SCDF,Hydromorphone Extended Release Oral Tablet,902728,SCDF,591363101,1306898,
SCDG,Hydromorphone Oral Product,1164620,SCDG,591363101,1306898,
SCDG,Hydromorphone Pill,1164621,SCDG,591363101,1306898,
SBDG,Exalgo Oral Product,1171851,SBDG,591363101,1306898,
SBDG,Exalgo Pill,1171852,SBDG,591363101,1306898,
,,,,52533004539,,
,,,,68094076062,,
,,,,68094076162,,
BN,BuTrans,904871,BN,93360240,1432969,
BPCK,,,,93360240,1432969,
GPCK,,,,93360240,1432969,
MIN,,,,93360240,1432969,
PIN,,,,93360240,1432969,
SBD,168 HR Buprenorphine 0.015 MG/HR Transdermal System [BuTrans],1432971,SBD,93360240,1432969,BUPRENORPHINE
SBDC,Buprenorphine 0.015 MG/HR [BuTrans],1432970,SBDC,93360240,1432969,BUPRENORPHINE
SBDF,Buprenorphine Transdermal System [BuTrans],1806214,SBDF,93360240,1432969,BUPRENORPHINE
SCD,168 HR Buprenorphine 0.015 MG/HR Transdermal System,1432969,SCD,93360240,1432969,BUPRENORPHINE
SCDF,Buprenorphine Transdermal System,1806212,SCDF,93360240,1432969,BUPRENORPHINE
SCDG,Buprenorphine Topical Product,1151364,SCDG,93360240,1432969,BUPRENORPHINE
SCDG,Buprenorphine Transdermal Product,1295269,SCDG,93360240,1432969,BUPRENORPHINE
SBDG,BuTrans Topical Product,1168053,SBDG,93360240,1432969,
SBDG,BuTrans Transdermal Product,1296477,SBDG,93360240,1432969,
BN,BuTrans,904871,BN,42858035340,1542997,
BPCK,,,,42858035340,1542997,
GPCK,,,,42858035340,1542997,
MIN,,,,42858035340,1542997,
PIN,,,,42858035340,1542997,
SBD,168 HR Buprenorphine 0.0075 MG/HR Transdermal System [BuTrans],1542999,SBD,42858035340,1542997,BUPRENORPHINE
SBDC,Buprenorphine 0.0075 MG/HR [BuTrans],1542998,SBDC,42858035340,1542997,BUPRENORPHINE
SBDF,Buprenorphine Transdermal System [BuTrans],1806214,SBDF,42858035340,1542997,BUPRENORPHINE
SCD,168 HR Buprenorphine 0.0075 MG/HR Transdermal System,1542997,SCD,42858035340,1542997,BUPRENORPHINE
SCDF,Buprenorphine Transdermal System,1806212,SCDF,42858035340,1542997,BUPRENORPHINE
SCDG,Buprenorphine Topical Product,1151364,SCDG,42858035340,1542997,BUPRENORPHINE
SCDG,Buprenorphine Transdermal Product,1295269,SCDG,42858035340,1542997,BUPRENORPHINE
SBDG,BuTrans Topical Product,1168053,SBDG,42858035340,1542997,
SBDG,BuTrans Transdermal Product,1296477,SBDG,42858035340,1542997,
BN,Oxycontin,218986,BN,93573101,1860157,
BPCK,,,,93573101,1860157,
GPCK,,,,93573101,1860157,
MIN,,,,93573101,1860157,
PIN,Oxycodone Hydrochloride,82063,PIN,93573101,1860157,OXYCODONE
SBD,Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin],1049504,SBD,93573101,1860157,OXYCODONE
SBDC,Oxycodone Hydrochloride 10 MG [Oxycontin],1049503,SBDC,93573101,1860157,OXYCODONE
SBDF,Oxycodone Extended Release Oral Tablet [Oxycontin],370158,SBDF,93573101,1860157,OXYCODONE
